Behavioral Policy,Training Steps,IQL Score,BC Score,IQL Score Std Dev,BC Score Std Dev
Expert,10000,8.36,40.0,4.250058823122335,0.0
Mixed Suboptimal,10000,11.52,32.64,2.4059186279765243,2.1318745012051927
Mixed Random,10000,9.379999999999999,21.95,2.7832035897904093,3.9643550687483975
Epsilon-greedy,10000,10.56,38.88,7.2680732583600784,1.0881176406988353
Boltzmann Softmax: Tau 0.5,10000,0.44000000000000006,0.0,0.9276014469827247,0.0
Boltzmann Softmax: Tau 1.5,10000,0.0,0.45999999999999996,0.0,0.969765149118303
Random,10000,0.45,1.03,0.7820912137766711,1.7901272456324315
