IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
8.0,10.0,Expert,372,2000,0
7.0,14.0,Mixed Suboptimal,1798,2000,0
4.0,9.0,Mixed Random,2915,2000,0
6.0,9.0,Epsilon-greedy,1276,2000,0
2.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,0
2.0,2.0,Boltzmann Softmax: Tau 1.5,11190,2000,0
0.0,0.0,Random,3787,2000,0
7.0,14.0,Mixed Suboptimal,1798,2000,0
6.0,9.0,Mixed Random,2822,2000,0
6.0,9.0,Epsilon-greedy,1276,2000,0
2.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,0
2.0,2.0,Boltzmann Softmax: Tau 1.5,11190,2000,0
3.0,3.0,Random,3579,2000,0
5.7,5.7,Expert,372,2000,4219
11.4,5.7,Mixed Suboptimal,1798,2000,4219
5.7,11.4,Mixed Random,2915,2000,4219
11.4,11.4,Epsilon-greedy,1276,2000,4219
11.4,5.7,Boltzmann Softmax: Tau 0.5,11328,2000,4219
5.7,5.7,Boltzmann Softmax: Tau 1.5,11190,2000,4219
0.0,5.7,Random,3787,2000,4219
11.4,5.7,Mixed Suboptimal,1798,2000,4219
5.7,11.5,Mixed Random,2822,2000,4219
11.4,11.4,Epsilon-greedy,1276,2000,4219
11.4,5.7,Boltzmann Softmax: Tau 0.5,11328,2000,4219
5.7,5.7,Boltzmann Softmax: Tau 1.5,11190,2000,4219
5.7,11.4,Random,3579,2000,4219
2.2,4.4,Expert,372,2000,17333
4.4,11.2,Mixed Suboptimal,1798,2000,17333
0.0,11.3,Mixed Random,2915,2000,17333
2.2,4.4,Epsilon-greedy,1276,2000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,17333
0.0,2.3,Random,3787,2000,17333
4.4,11.2,Mixed Suboptimal,1798,2000,17333
4.4,8.9,Mixed Random,2822,2000,17333
2.2,4.4,Epsilon-greedy,1276,2000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,17333
0.0,2.2,Random,3579,2000,17333
7.2,11.1,Expert,372,2000,39779
11.0,17.0,Mixed Suboptimal,1798,2000,39779
2.5,8.6,Mixed Random,2915,2000,39779
8.3,12.2,Epsilon-greedy,1276,2000,39779
1.2,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,39779
1.2,1.2,Boltzmann Softmax: Tau 1.5,11190,2000,39779
2.4,0.0,Random,3787,2000,39779
11.0,17.0,Mixed Suboptimal,1798,2000,39779
8.5,12.2,Mixed Random,2822,2000,39779
8.3,12.2,Epsilon-greedy,1276,2000,39779
1.2,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,39779
1.2,1.2,Boltzmann Softmax: Tau 1.5,11190,2000,39779
6.1,2.5,Random,3579,2000,39779
7.3,9.5,Expert,372,2000,44987
10.2,16.8,Mixed Suboptimal,1798,2000,44987
2.9,10.9,Mixed Random,2915,2000,44987
5.7,12.7,Epsilon-greedy,1276,2000,44987
1.4,3.0,Boltzmann Softmax: Tau 0.5,11328,2000,44987
2.9,1.4,Boltzmann Softmax: Tau 1.5,11190,2000,44987
5.7,2.7,Random,3787,2000,44987
10.2,16.8,Mixed Suboptimal,1798,2000,44987
5.7,11.3,Mixed Random,2822,2000,44987
5.7,12.7,Epsilon-greedy,1276,2000,44987
1.4,3.0,Boltzmann Softmax: Tau 0.5,11328,2000,44987
2.9,1.4,Boltzmann Softmax: Tau 1.5,11190,2000,44987
2.9,4.3,Random,3579,2000,44987
