IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
6.0,8.0,Expert,372,500,0
7.0,12.0,Mixed Suboptimal,1798,500,0
4.0,9.0,Mixed Random,2915,500,0
5.0,11.0,Epsilon-greedy,1276,500,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,0
1.0,3.0,Boltzmann Softmax: Tau 1.5,11190,500,0
1.0,2.0,Random,3787,500,0
7.0,12.0,Mixed Suboptimal,1798,500,0
5.0,10.0,Mixed Random,2822,500,0
5.0,11.0,Epsilon-greedy,1276,500,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,0
1.0,3.0,Boltzmann Softmax: Tau 1.5,11190,500,0
2.0,3.0,Random,3579,500,0
11.5,5.7,Expert,372,500,4219
5.7,17.1,Mixed Suboptimal,1798,500,4219
5.7,11.4,Mixed Random,2915,500,4219
5.7,11.4,Epsilon-greedy,1276,500,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,4219
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,4219
5.7,0.0,Random,3787,500,4219
5.7,17.1,Mixed Suboptimal,1798,500,4219
11.4,5.7,Mixed Random,2822,500,4219
5.7,11.4,Epsilon-greedy,1276,500,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,4219
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,4219
5.7,5.7,Random,3579,500,4219
2.2,6.7,Expert,372,500,17333
2.3,11.1,Mixed Suboptimal,1798,500,17333
0.0,6.7,Mixed Random,2915,500,17333
2.3,8.8,Epsilon-greedy,1276,500,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,17333
0.0,2.3,Random,3787,500,17333
2.3,11.1,Mixed Suboptimal,1798,500,17333
0.0,4.5,Mixed Random,2822,500,17333
2.3,8.8,Epsilon-greedy,1276,500,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,17333
0.0,0.0,Random,3579,500,17333
6.1,11.0,Expert,372,500,39779
8.6,14.4,Mixed Suboptimal,1798,500,39779
2.4,12.3,Mixed Random,2915,500,39779
6.1,14.6,Epsilon-greedy,1276,500,39779
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,39779
1.2,1.2,Boltzmann Softmax: Tau 1.5,11190,500,39779
2.4,0.0,Random,3787,500,39779
8.6,14.4,Mixed Suboptimal,1798,500,39779
7.1,9.9,Mixed Random,2822,500,39779
6.1,14.6,Epsilon-greedy,1276,500,39779
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,39779
1.2,1.2,Boltzmann Softmax: Tau 1.5,11190,500,39779
1.3,1.2,Random,3579,500,39779
4.4,9.7,Expert,372,500,44987
4.2,12.2,Mixed Suboptimal,1798,500,44987
2.9,15.2,Mixed Random,2915,500,44987
5.7,11.5,Epsilon-greedy,1276,500,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,44987
0.0,1.4,Boltzmann Softmax: Tau 1.5,11190,500,44987
2.9,1.3,Random,3787,500,44987
4.2,12.2,Mixed Suboptimal,1798,500,44987
5.8,13.0,Mixed Random,2822,500,44987
5.7,11.5,Epsilon-greedy,1276,500,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,44987
0.0,1.4,Boltzmann Softmax: Tau 1.5,11190,500,44987
4.5,3.0,Random,3579,500,44987
