IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
8.0,8.0,Expert,372,1000,0
5.0,16.0,Mixed Suboptimal,1798,1000,0
5.0,11.0,Mixed Random,2915,1000,0
6.0,10.0,Epsilon-greedy,1276,1000,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,0
2.0,1.0,Boltzmann Softmax: Tau 1.5,11190,1000,0
1.0,2.0,Random,3787,1000,0
5.0,16.0,Mixed Suboptimal,1798,1000,0
6.0,8.0,Mixed Random,2822,1000,0
6.0,10.0,Epsilon-greedy,1276,1000,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,0
2.0,1.0,Boltzmann Softmax: Tau 1.5,11190,1000,0
2.0,3.0,Random,3579,1000,0
5.7,5.7,Expert,372,1000,4219
11.4,11.4,Mixed Suboptimal,1798,1000,4219
5.7,11.5,Mixed Random,2915,1000,4219
5.7,11.4,Epsilon-greedy,1276,1000,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,4219
5.7,5.7,Boltzmann Softmax: Tau 1.5,11190,1000,4219
5.7,5.7,Random,3787,1000,4219
11.4,11.4,Mixed Suboptimal,1798,1000,4219
5.7,5.7,Mixed Random,2822,1000,4219
5.7,11.4,Epsilon-greedy,1276,1000,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,4219
5.7,5.7,Boltzmann Softmax: Tau 1.5,11190,1000,4219
5.7,11.4,Random,3579,1000,4219
2.2,4.5,Expert,372,1000,17333
4.4,11.1,Mixed Suboptimal,1798,1000,17333
0.0,9.0,Mixed Random,2915,1000,17333
4.5,6.6,Epsilon-greedy,1276,1000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,1000,17333
0.0,2.3,Random,3787,1000,17333
4.4,11.1,Mixed Suboptimal,1798,1000,17333
0.0,13.4,Mixed Random,2822,1000,17333
4.5,6.6,Epsilon-greedy,1276,1000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,17333
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,1000,17333
0.0,2.2,Random,3579,1000,17333
7.2,12.3,Expert,372,1000,39779
9.7,14.5,Mixed Suboptimal,1798,1000,39779
2.5,9.9,Mixed Random,2915,1000,39779
7.2,12.2,Epsilon-greedy,1276,1000,39779
2.4,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,39779
2.3,2.5,Boltzmann Softmax: Tau 1.5,11190,1000,39779
2.4,0.0,Random,3787,1000,39779
9.7,14.5,Mixed Suboptimal,1798,1000,39779
8.5,16.0,Mixed Random,2822,1000,39779
7.2,12.2,Epsilon-greedy,1276,1000,39779
2.4,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,39779
2.3,2.5,Boltzmann Softmax: Tau 1.5,11190,1000,39779
2.5,3.9,Random,3579,1000,39779
6.0,9.7,Expert,372,1000,44987
5.8,15.5,Mixed Suboptimal,1798,1000,44987
4.4,12.2,Mixed Random,2915,1000,44987
5.7,11.1,Epsilon-greedy,1276,1000,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,44987
1.4,4.3,Boltzmann Softmax: Tau 1.5,11190,1000,44987
4.4,4.0,Random,3787,1000,44987
5.8,15.5,Mixed Suboptimal,1798,1000,44987
5.9,8.4,Mixed Random,2822,1000,44987
5.7,11.1,Epsilon-greedy,1276,1000,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,1000,44987
1.4,4.3,Boltzmann Softmax: Tau 1.5,11190,1000,44987
2.9,2.7,Random,3579,1000,44987
