IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
7.0,12.0,Expert,372,500,0
8.9,11.2,Expert,372,500,44987
6.0,12.3,Expert,372,500,39779
4.5,13.4,Expert,372,500,17333
11.5,17.2,Expert,372,500,4219
8.5,20.9,Mixed Suboptimal,1798,500,44987
9.5,14.6,Mixed Suboptimal,1798,500,39779
9.5,14.6,Mixed Suboptimal,1798,500,39779
6.6,13.4,Mixed Suboptimal,1798,500,17333
8.5,20.9,Mixed Suboptimal,1798,500,44987
11.5,22.9,Mixed Suboptimal,1798,500,4219
11.5,22.9,Mixed Suboptimal,1798,500,4219
6.6,13.4,Mixed Suboptimal,1798,500,17333
4.0,17.0,Mixed Suboptimal,1798,500,0
4.0,17.0,Mixed Suboptimal,1798,500,0
6.8,15.7,Mixed Random,2822,500,17333
4.5,14.1,Mixed Random,2915,500,44987
8.0,18.0,Mixed Random,2822,500,0
6.2,18.4,Mixed Random,2915,500,39779
6.7,15.6,Mixed Random,2915,500,17333
5.8,17.2,Mixed Random,2822,500,4219
10.2,11.1,Mixed Random,2822,500,44987
7.4,13.4,Mixed Random,2822,500,39779
11.0,20.0,Mixed Random,2915,500,0
11.5,17.2,Mixed Random,2915,500,4219
6.0,20.6,Epsilon-greedy,1276,500,39779
4.4,9.0,Epsilon-greedy,1276,500,17333
6.0,20.6,Epsilon-greedy,1276,500,39779
4.0,14.0,Epsilon-greedy,1276,500,0
7.3,14.0,Epsilon-greedy,1276,500,44987
7.3,14.0,Epsilon-greedy,1276,500,44987
4.4,9.0,Epsilon-greedy,1276,500,17333
11.5,11.4,Epsilon-greedy,1276,500,4219
11.5,11.4,Epsilon-greedy,1276,500,4219
4.0,14.0,Epsilon-greedy,1276,500,0
1.4,0.0,Boltzmann Softmax: Tau 0.5,11328,500,39779
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,44987
1.4,0.0,Boltzmann Softmax: Tau 0.5,11328,500,39779
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,0
5.8,0.0,Boltzmann Softmax: Tau 0.5,11328,500,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,500,17333
5.8,0.0,Boltzmann Softmax: Tau 0.5,11328,500,4219
1.4,0.0,Boltzmann Softmax: Tau 1.5,11190,500,39779
5.8,0.0,Boltzmann Softmax: Tau 1.5,11190,500,4219
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,17333
1.4,0.0,Boltzmann Softmax: Tau 1.5,11190,500,39779
1.0,3.0,Boltzmann Softmax: Tau 1.5,11190,500,0
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,500,17333
5.8,0.0,Boltzmann Softmax: Tau 1.5,11190,500,4219
2.7,3.0,Boltzmann Softmax: Tau 1.5,11190,500,44987
2.7,3.0,Boltzmann Softmax: Tau 1.5,11190,500,44987
1.0,3.0,Boltzmann Softmax: Tau 1.5,11190,500,0
4.1,0.0,Random,3787,500,44987
2.2,0.0,Random,3787,500,17333
1.3,0.0,Random,3787,500,39779
2.3,0.0,Random,3579,500,17333
5.8,0.0,Random,3579,500,4219
0.0,0.0,Random,3787,500,4219
2.0,1.0,Random,3579,500,0
1.0,0.0,Random,3787,500,0
3.8,1.1,Random,3579,500,39779
3.1,5.6,Random,3579,500,44987
