IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
2.0,16.0,Expert,372,50000,0
12.0,18.0,Mixed Suboptimal,5295,50000,0
6.0,20.0,Mixed Random,3280,50000,0
9.0,21.0,Epsilon-greedy,6607,50000,0
6.0,12.0,Boltzmann Softmax: Tau 0.5,17730,50000,0
5.0,14.0,Boltzmann Softmax: Tau 1.5,28619,50000,0
6.0,11.0,Random,32323,50000,0
4.0,10.0,Mixed Suboptimal,37605,50000,0
5.0,11.0,Mixed Random,35766,50000,0
5.0,15.0,Epsilon-greedy,38906,50000,0
3.0,13.0,Boltzmann Softmax: Tau 0.5,49702,50000,0
1.0,9.0,Boltzmann Softmax: Tau 1.5,60737,50000,0
5.0,11.0,Random,64480,50000,0
1.0,12.0,Mixed Suboptimal,69612,50000,0
3.0,13.0,Mixed Random,67689,50000,0
5.0,16.0,Epsilon-greedy,70873,50000,0
1.0,12.0,Boltzmann Softmax: Tau 0.5,81661,50000,0
0.0,9.0,Boltzmann Softmax: Tau 1.5,92730,50000,0
6.0,11.0,Random,96473,50000,0
8.0,14.0,Expert,372,50000,4219
8.0,19.0,Mixed Suboptimal,5295,50000,4219
9.0,13.0,Mixed Random,3280,50000,4219
10.0,22.0,Epsilon-greedy,6607,50000,4219
7.0,12.0,Boltzmann Softmax: Tau 0.5,17730,50000,4219
6.0,10.0,Boltzmann Softmax: Tau 1.5,28619,50000,4219
4.0,10.0,Random,32323,50000,4219
5.0,11.0,Mixed Suboptimal,37605,50000,4219
3.0,12.0,Mixed Random,35766,50000,4219
4.0,12.0,Epsilon-greedy,38906,50000,4219
3.0,13.0,Boltzmann Softmax: Tau 0.5,49702,50000,4219
4.0,13.0,Boltzmann Softmax: Tau 1.5,60737,50000,4219
1.0,9.0,Random,64480,50000,4219
0.0,18.0,Mixed Suboptimal,69612,50000,4219
1.0,12.0,Mixed Random,67689,50000,4219
2.0,13.0,Epsilon-greedy,70873,50000,4219
1.0,11.0,Boltzmann Softmax: Tau 0.5,81661,50000,4219
2.0,11.0,Boltzmann Softmax: Tau 1.5,92730,50000,4219
3.0,12.0,Random,96473,50000,4219
1.0,15.0,Expert,372,50000,17333
10.0,12.0,Mixed Suboptimal,5295,50000,17333
9.0,17.0,Mixed Random,3280,50000,17333
12.0,17.0,Epsilon-greedy,6607,50000,17333
5.0,15.0,Boltzmann Softmax: Tau 0.5,17730,50000,17333
4.0,12.0,Boltzmann Softmax: Tau 1.5,28619,50000,17333
2.0,8.0,Random,32323,50000,17333
4.0,14.0,Mixed Suboptimal,37605,50000,17333
4.0,12.0,Mixed Random,35766,50000,17333
4.0,14.0,Epsilon-greedy,38906,50000,17333
1.0,11.0,Boltzmann Softmax: Tau 0.5,49702,50000,17333
5.0,11.0,Boltzmann Softmax: Tau 1.5,60737,50000,17333
2.0,12.0,Random,64480,50000,17333
3.0,14.0,Mixed Suboptimal,69612,50000,17333
1.0,10.0,Mixed Random,67689,50000,17333
2.0,12.0,Epsilon-greedy,70873,50000,17333
4.0,14.0,Boltzmann Softmax: Tau 0.5,81661,50000,17333
1.0,6.0,Boltzmann Softmax: Tau 1.5,92730,50000,17333
1.0,10.0,Random,96473,50000,17333
5.0,19.0,Expert,372,50000,39779
10.0,15.0,Mixed Suboptimal,5295,50000,39779
13.0,15.0,Mixed Random,3280,50000,39779
8.0,15.0,Epsilon-greedy,6607,50000,39779
7.0,14.0,Boltzmann Softmax: Tau 0.5,17730,50000,39779
2.0,12.0,Boltzmann Softmax: Tau 1.5,28619,50000,39779
4.0,10.0,Random,32323,50000,39779
6.0,13.0,Mixed Suboptimal,37605,50000,39779
4.0,13.0,Mixed Random,35766,50000,39779
1.0,11.0,Epsilon-greedy,38906,50000,39779
2.0,12.0,Boltzmann Softmax: Tau 0.5,49702,50000,39779
5.0,10.0,Boltzmann Softmax: Tau 1.5,60737,50000,39779
4.0,16.0,Random,64480,50000,39779
1.0,11.0,Mixed Suboptimal,69612,50000,39779
2.0,15.0,Mixed Random,67689,50000,39779
1.0,10.0,Epsilon-greedy,70873,50000,39779
5.0,8.0,Boltzmann Softmax: Tau 0.5,81661,50000,39779
3.0,9.0,Boltzmann Softmax: Tau 1.5,92730,50000,39779
0.0,11.0,Random,96473,50000,39779
5.0,13.0,Expert,372,50000,44987
5.0,16.0,Mixed Suboptimal,5295,50000,44987
9.0,21.0,Mixed Random,3280,50000,44987
13.0,16.0,Epsilon-greedy,6607,50000,44987
9.0,11.0,Boltzmann Softmax: Tau 0.5,17730,50000,44987
1.0,12.0,Boltzmann Softmax: Tau 1.5,28619,50000,44987
2.0,10.0,Random,32323,50000,44987
5.0,14.0,Mixed Suboptimal,37605,50000,44987
2.0,11.0,Mixed Random,35766,50000,44987
6.0,16.0,Epsilon-greedy,38906,50000,44987
6.0,13.0,Boltzmann Softmax: Tau 0.5,49702,50000,44987
3.0,14.0,Boltzmann Softmax: Tau 1.5,60737,50000,44987
2.0,9.0,Random,64480,50000,44987
1.0,14.0,Mixed Suboptimal,69612,50000,44987
4.0,11.0,Mixed Random,67689,50000,44987
2.0,12.0,Epsilon-greedy,70873,50000,44987
2.0,10.0,Boltzmann Softmax: Tau 0.5,81661,50000,44987
0.0,10.0,Boltzmann Softmax: Tau 1.5,92730,50000,44987
4.0,13.0,Random,96473,50000,44987
