IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
7.0,14.0,Expert,372,1000,0
14.0,19.0,Mixed Suboptimal,5295,1000,0
12.0,18.0,Mixed Random,3280,1000,0
12.0,20.0,Epsilon-greedy,6607,1000,0
8.0,14.0,Boltzmann Softmax: Tau 0.5,17730,1000,0
8.0,4.0,Boltzmann Softmax: Tau 1.5,28619,1000,0
6.0,3.0,Random,32323,1000,0
3.0,12.0,Mixed Suboptimal,37605,1000,0
7.0,7.0,Mixed Random,35766,1000,0
7.0,12.0,Epsilon-greedy,38906,1000,0
12.0,13.0,Boltzmann Softmax: Tau 0.5,49702,1000,0
1.0,6.0,Boltzmann Softmax: Tau 1.5,60737,1000,0
8.0,5.0,Random,64480,1000,0
6.0,5.0,Mixed Suboptimal,69612,1000,0
3.0,4.0,Mixed Random,67689,1000,0
6.0,5.0,Epsilon-greedy,70873,1000,0
4.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,0
5.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,0
9.0,5.0,Random,96473,1000,0
7.0,11.0,Expert,372,1000,4219
10.0,18.0,Mixed Suboptimal,5295,1000,4219
10.0,12.0,Mixed Random,3280,1000,4219
17.0,21.0,Epsilon-greedy,6607,1000,4219
8.0,13.0,Boltzmann Softmax: Tau 0.5,17730,1000,4219
3.0,6.0,Boltzmann Softmax: Tau 1.5,28619,1000,4219
2.0,5.0,Random,32323,1000,4219
8.0,14.0,Mixed Suboptimal,37605,1000,4219
4.0,10.0,Mixed Random,35766,1000,4219
8.0,13.0,Epsilon-greedy,38906,1000,4219
11.0,16.0,Boltzmann Softmax: Tau 0.5,49702,1000,4219
5.0,9.0,Boltzmann Softmax: Tau 1.5,60737,1000,4219
2.0,5.0,Random,64480,1000,4219
4.0,6.0,Mixed Suboptimal,69612,1000,4219
5.0,4.0,Mixed Random,67689,1000,4219
6.0,11.0,Epsilon-greedy,70873,1000,4219
2.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,4219
4.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,4219
4.0,4.0,Random,96473,1000,4219
5.0,10.0,Expert,372,1000,17333
11.0,19.0,Mixed Suboptimal,5295,1000,17333
13.0,14.0,Mixed Random,3280,1000,17333
14.0,22.0,Epsilon-greedy,6607,1000,17333
11.0,15.0,Boltzmann Softmax: Tau 0.5,17730,1000,17333
2.0,10.0,Boltzmann Softmax: Tau 1.5,28619,1000,17333
1.0,4.0,Random,32323,1000,17333
12.0,10.0,Mixed Suboptimal,37605,1000,17333
9.0,9.0,Mixed Random,35766,1000,17333
4.0,15.0,Epsilon-greedy,38906,1000,17333
3.0,14.0,Boltzmann Softmax: Tau 0.5,49702,1000,17333
5.0,8.0,Boltzmann Softmax: Tau 1.5,60737,1000,17333
2.0,2.0,Random,64480,1000,17333
6.0,8.0,Mixed Suboptimal,69612,1000,17333
5.0,6.0,Mixed Random,67689,1000,17333
5.0,11.0,Epsilon-greedy,70873,1000,17333
8.0,7.0,Boltzmann Softmax: Tau 0.5,81661,1000,17333
6.0,6.0,Boltzmann Softmax: Tau 1.5,92730,1000,17333
3.0,5.0,Random,96473,1000,17333
5.0,14.0,Expert,372,1000,39779
13.0,16.0,Mixed Suboptimal,5295,1000,39779
12.0,18.0,Mixed Random,3280,1000,39779
8.0,19.0,Epsilon-greedy,6607,1000,39779
10.0,14.0,Boltzmann Softmax: Tau 0.5,17730,1000,39779
8.0,6.0,Boltzmann Softmax: Tau 1.5,28619,1000,39779
3.0,5.0,Random,32323,1000,39779
7.0,8.0,Mixed Suboptimal,37605,1000,39779
6.0,5.0,Mixed Random,35766,1000,39779
3.0,9.0,Epsilon-greedy,38906,1000,39779
3.0,11.0,Boltzmann Softmax: Tau 0.5,49702,1000,39779
7.0,6.0,Boltzmann Softmax: Tau 1.5,60737,1000,39779
4.0,4.0,Random,64480,1000,39779
6.0,4.0,Mixed Suboptimal,69612,1000,39779
4.0,4.0,Mixed Random,67689,1000,39779
8.0,9.0,Epsilon-greedy,70873,1000,39779
2.0,5.0,Boltzmann Softmax: Tau 0.5,81661,1000,39779
4.0,5.0,Boltzmann Softmax: Tau 1.5,92730,1000,39779
1.0,4.0,Random,96473,1000,39779
4.0,12.0,Expert,372,1000,44987
10.0,21.0,Mixed Suboptimal,5295,1000,44987
9.0,13.0,Mixed Random,3280,1000,44987
13.0,18.0,Epsilon-greedy,6607,1000,44987
5.0,15.0,Boltzmann Softmax: Tau 0.5,17730,1000,44987
1.0,6.0,Boltzmann Softmax: Tau 1.5,28619,1000,44987
3.0,7.0,Random,32323,1000,44987
4.0,13.0,Mixed Suboptimal,37605,1000,44987
7.0,7.0,Mixed Random,35766,1000,44987
10.0,10.0,Epsilon-greedy,38906,1000,44987
6.0,8.0,Boltzmann Softmax: Tau 0.5,49702,1000,44987
11.0,5.0,Boltzmann Softmax: Tau 1.5,60737,1000,44987
5.0,3.0,Random,64480,1000,44987
12.0,8.0,Mixed Suboptimal,69612,1000,44987
3.0,8.0,Mixed Random,67689,1000,44987
4.0,8.0,Epsilon-greedy,70873,1000,44987
3.0,8.0,Boltzmann Softmax: Tau 0.5,81661,1000,44987
4.0,3.0,Boltzmann Softmax: Tau 1.5,92730,1000,44987
7.0,6.0,Random,96473,1000,44987
