IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
9.0,15.0,Expert,372,25000,0
2.7,13.9,Expert,372,25000,44987
8.6,15.7,Expert,372,25000,39779
0.0,11.2,Expert,372,25000,17333
5.8,17.1,Expert,372,25000,4219
8.8,15.7,Mixed Suboptimal,1798,25000,44987
9.6,17.9,Mixed Suboptimal,1798,25000,39779
9.6,17.9,Mixed Suboptimal,1798,25000,39779
9.0,11.1,Mixed Suboptimal,1798,25000,17333
8.8,15.7,Mixed Suboptimal,1798,25000,44987
5.6,17.2,Mixed Suboptimal,1798,25000,4219
5.6,17.2,Mixed Suboptimal,1798,25000,4219
9.0,11.1,Mixed Suboptimal,1798,25000,17333
7.0,17.0,Mixed Suboptimal,1798,25000,0
7.0,17.0,Mixed Suboptimal,1798,25000,0
0.0,8.9,Mixed Random,2822,25000,17333
3.0,14.3,Mixed Random,2915,25000,44987
3.0,14.0,Mixed Random,2822,25000,0
4.8,22.0,Mixed Random,2915,25000,39779
2.3,15.6,Mixed Random,2915,25000,17333
5.8,11.4,Mixed Random,2822,25000,4219
4.2,11.5,Mixed Random,2822,25000,44987
6.1,14.4,Mixed Random,2822,25000,39779
5.0,14.0,Mixed Random,2915,25000,0
11.4,17.2,Mixed Random,2915,25000,4219
9.8,14.6,Epsilon-greedy,1276,25000,39779
6.7,11.2,Epsilon-greedy,1276,25000,17333
9.8,14.6,Epsilon-greedy,1276,25000,39779
6.0,17.0,Epsilon-greedy,1276,25000,0
8.6,19.8,Epsilon-greedy,1276,25000,44987
8.6,19.8,Epsilon-greedy,1276,25000,44987
6.7,11.2,Epsilon-greedy,1276,25000,17333
11.4,11.4,Epsilon-greedy,1276,25000,4219
11.4,11.4,Epsilon-greedy,1276,25000,4219
6.0,17.0,Epsilon-greedy,1276,25000,0
0.0,1.4,Boltzmann Softmax: Tau 0.5,11328,25000,39779
1.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,0
1.3,1.6,Boltzmann Softmax: Tau 0.5,11328,25000,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,17333
1.3,1.6,Boltzmann Softmax: Tau 0.5,11328,25000,44987
0.0,1.4,Boltzmann Softmax: Tau 0.5,11328,25000,39779
1.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,25000,4219
1.2,3.6,Boltzmann Softmax: Tau 1.5,11190,25000,39779
5.8,5.6,Boltzmann Softmax: Tau 1.5,11190,25000,4219
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,25000,17333
1.2,3.6,Boltzmann Softmax: Tau 1.5,11190,25000,39779
1.0,2.0,Boltzmann Softmax: Tau 1.5,11190,25000,0
0.0,0.0,Boltzmann Softmax: Tau 1.5,11190,25000,17333
5.8,5.6,Boltzmann Softmax: Tau 1.5,11190,25000,4219
2.8,1.6,Boltzmann Softmax: Tau 1.5,11190,25000,44987
2.8,1.6,Boltzmann Softmax: Tau 1.5,11190,25000,44987
1.0,2.0,Boltzmann Softmax: Tau 1.5,11190,25000,0
0.0,1.5,Random,3787,25000,44987
0.0,4.4,Random,3787,25000,17333
0.0,1.3,Random,3787,25000,39779
0.0,0.0,Random,3579,25000,17333
5.8,5.8,Random,3579,25000,4219
5.6,0.0,Random,3787,25000,4219
2.0,2.0,Random,3579,25000,0
1.0,2.0,Random,3787,25000,0
1.3,1.1,Random,3579,25000,39779
4.2,4.4,Random,3579,25000,44987
