IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
6.0,9.0,Expert,372,2000,0
6.0,10.5,Expert,372,2000,44987
9.7,10.8,Expert,372,2000,39779
6.6,11.0,Expert,372,2000,17333
11.4,5.7,Expert,372,2000,4219
17.1,16.1,Mixed Suboptimal,1798,2000,44987
12.2,15.7,Mixed Suboptimal,1798,2000,39779
12.2,15.7,Mixed Suboptimal,1798,2000,39779
11.1,13.2,Mixed Suboptimal,1798,2000,17333
17.1,16.1,Mixed Suboptimal,1798,2000,44987
11.4,5.7,Mixed Suboptimal,1798,2000,4219
11.4,5.7,Mixed Suboptimal,1798,2000,4219
11.1,13.2,Mixed Suboptimal,1798,2000,17333
9.0,11.0,Mixed Suboptimal,1798,2000,0
9.0,11.0,Mixed Suboptimal,1798,2000,0
8.8,11.1,Mixed Random,2822,2000,17333
8.5,10.3,Mixed Random,2915,2000,44987
7.0,9.0,Mixed Random,2822,2000,0
3.7,13.5,Mixed Random,2915,2000,39779
4.4,11.0,Mixed Random,2915,2000,17333
5.7,5.7,Mixed Random,2822,2000,4219
4.1,12.9,Mixed Random,2822,2000,44987
6.1,10.8,Mixed Random,2822,2000,39779
5.0,10.0,Mixed Random,2915,2000,0
5.7,11.3,Mixed Random,2915,2000,4219
5.0,11.9,Epsilon-greedy,1276,2000,39779
0.0,8.9,Epsilon-greedy,1276,2000,17333
5.0,11.9,Epsilon-greedy,1276,2000,39779
6.0,11.0,Epsilon-greedy,1276,2000,0
12.6,11.6,Epsilon-greedy,1276,2000,44987
12.6,11.6,Epsilon-greedy,1276,2000,44987
0.0,8.9,Epsilon-greedy,1276,2000,17333
11.3,11.5,Epsilon-greedy,1276,2000,4219
11.3,11.5,Epsilon-greedy,1276,2000,4219
6.0,11.0,Epsilon-greedy,1276,2000,0
1.3,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,39779
0.0,1.0,Boltzmann Softmax: Tau 0.5,11328,2000,0
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,44987
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,17333
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,44987
1.3,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,39779
0.0,1.0,Boltzmann Softmax: Tau 0.5,11328,2000,0
5.7,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,4219
0.0,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,17333
5.7,0.0,Boltzmann Softmax: Tau 0.5,11328,2000,4219
2.4,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,39779
5.7,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,4219
2.2,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,17333
2.4,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,39779
1.0,1.0,Boltzmann Softmax: Tau 1.5,11190,2000,0
2.2,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,17333
5.7,0.0,Boltzmann Softmax: Tau 1.5,11190,2000,4219
3.0,2.7,Boltzmann Softmax: Tau 1.5,11190,2000,44987
3.0,2.7,Boltzmann Softmax: Tau 1.5,11190,2000,44987
1.0,1.0,Boltzmann Softmax: Tau 1.5,11190,2000,0
4.4,1.5,Random,3787,2000,44987
2.2,2.2,Random,3787,2000,17333
1.1,1.2,Random,3787,2000,39779
4.4,0.0,Random,3579,2000,17333
5.7,5.7,Random,3579,2000,4219
0.0,5.7,Random,3787,2000,4219
3.0,3.0,Random,3579,2000,0
1.0,1.0,Random,3787,2000,0
1.1,2.5,Random,3579,2000,39779
2.8,5.8,Random,3579,2000,44987
