IQL Score,BC Score,Behavioral Policy,Training Set Size,Training Steps,Seed
0.0,15.0,Expert,372,25000,0
8.0,15.0,Mixed Suboptimal,5295,25000,0
5.0,13.0,Mixed Random,3280,25000,0
12.0,14.0,Epsilon-greedy,6607,25000,0
5.0,14.0,Boltzmann Softmax: Tau 0.5,17730,25000,0
5.0,10.0,Boltzmann Softmax: Tau 1.5,28619,25000,0
5.0,9.0,Random,32323,25000,0
3.0,9.0,Mixed Suboptimal,37605,25000,0
7.0,12.0,Mixed Random,35766,25000,0
8.0,13.0,Epsilon-greedy,38906,25000,0
3.0,10.0,Boltzmann Softmax: Tau 0.5,49702,25000,0
0.0,14.0,Boltzmann Softmax: Tau 1.5,60737,25000,0
3.0,13.0,Random,64480,25000,0
3.0,14.0,Mixed Suboptimal,69612,25000,0
2.0,19.0,Mixed Random,67689,25000,0
3.0,12.0,Epsilon-greedy,70873,25000,0
0.0,16.0,Boltzmann Softmax: Tau 0.5,81661,25000,0
4.0,14.0,Boltzmann Softmax: Tau 1.5,92730,25000,0
5.0,11.0,Random,96473,25000,0
5.0,15.0,Expert,372,25000,4219
8.0,16.0,Mixed Suboptimal,5295,25000,4219
8.0,15.0,Mixed Random,3280,25000,4219
10.0,13.0,Epsilon-greedy,6607,25000,4219
6.0,11.0,Boltzmann Softmax: Tau 0.5,17730,25000,4219
5.0,13.0,Boltzmann Softmax: Tau 1.5,28619,25000,4219
3.0,11.0,Random,32323,25000,4219
5.0,13.0,Mixed Suboptimal,37605,25000,4219
8.0,12.0,Mixed Random,35766,25000,4219
8.0,12.0,Epsilon-greedy,38906,25000,4219
4.0,13.0,Boltzmann Softmax: Tau 0.5,49702,25000,4219
3.0,8.0,Boltzmann Softmax: Tau 1.5,60737,25000,4219
2.0,10.0,Random,64480,25000,4219
3.0,13.0,Mixed Suboptimal,69612,25000,4219
1.0,9.0,Mixed Random,67689,25000,4219
3.0,17.0,Epsilon-greedy,70873,25000,4219
1.0,11.0,Boltzmann Softmax: Tau 0.5,81661,25000,4219
4.0,14.0,Boltzmann Softmax: Tau 1.5,92730,25000,4219
3.0,15.0,Random,96473,25000,4219
0.0,13.0,Expert,372,25000,17333
12.0,16.0,Mixed Suboptimal,5295,25000,17333
10.0,11.0,Mixed Random,3280,25000,17333
7.0,14.0,Epsilon-greedy,6607,25000,17333
8.0,16.0,Boltzmann Softmax: Tau 0.5,17730,25000,17333
3.0,11.0,Boltzmann Softmax: Tau 1.5,28619,25000,17333
4.0,9.0,Random,32323,25000,17333
5.0,9.0,Mixed Suboptimal,37605,25000,17333
5.0,10.0,Mixed Random,35766,25000,17333
5.0,14.0,Epsilon-greedy,38906,25000,17333
4.0,10.0,Boltzmann Softmax: Tau 0.5,49702,25000,17333
8.0,12.0,Boltzmann Softmax: Tau 1.5,60737,25000,17333
2.0,12.0,Random,64480,25000,17333
3.0,14.0,Mixed Suboptimal,69612,25000,17333
1.0,12.0,Mixed Random,67689,25000,17333
3.0,16.0,Epsilon-greedy,70873,25000,17333
2.0,14.0,Boltzmann Softmax: Tau 0.5,81661,25000,17333
0.0,12.0,Boltzmann Softmax: Tau 1.5,92730,25000,17333
0.0,14.0,Random,96473,25000,17333
4.0,13.0,Expert,372,25000,39779
10.0,14.0,Mixed Suboptimal,5295,25000,39779
8.0,11.0,Mixed Random,3280,25000,39779
10.0,18.0,Epsilon-greedy,6607,25000,39779
8.0,13.0,Boltzmann Softmax: Tau 0.5,17730,25000,39779
3.0,10.0,Boltzmann Softmax: Tau 1.5,28619,25000,39779
7.0,11.0,Random,32323,25000,39779
7.0,12.0,Mixed Suboptimal,37605,25000,39779
2.0,11.0,Mixed Random,35766,25000,39779
6.0,10.0,Epsilon-greedy,38906,25000,39779
2.0,11.0,Boltzmann Softmax: Tau 0.5,49702,25000,39779
5.0,12.0,Boltzmann Softmax: Tau 1.5,60737,25000,39779
5.0,14.0,Random,64480,25000,39779
4.0,12.0,Mixed Suboptimal,69612,25000,39779
1.0,13.0,Mixed Random,67689,25000,39779
2.0,12.0,Epsilon-greedy,70873,25000,39779
4.0,18.0,Boltzmann Softmax: Tau 0.5,81661,25000,39779
2.0,11.0,Boltzmann Softmax: Tau 1.5,92730,25000,39779
1.0,14.0,Random,96473,25000,39779
6.0,13.0,Expert,372,25000,44987
5.0,14.0,Mixed Suboptimal,5295,25000,44987
9.0,15.0,Mixed Random,3280,25000,44987
8.0,18.0,Epsilon-greedy,6607,25000,44987
4.0,13.0,Boltzmann Softmax: Tau 0.5,17730,25000,44987
5.0,11.0,Boltzmann Softmax: Tau 1.5,28619,25000,44987
4.0,10.0,Random,32323,25000,44987
5.0,15.0,Mixed Suboptimal,37605,25000,44987
4.0,9.0,Mixed Random,35766,25000,44987
5.0,12.0,Epsilon-greedy,38906,25000,44987
0.0,8.0,Boltzmann Softmax: Tau 0.5,49702,25000,44987
5.0,14.0,Boltzmann Softmax: Tau 1.5,60737,25000,44987
4.0,12.0,Random,64480,25000,44987
1.0,12.0,Mixed Suboptimal,69612,25000,44987
2.0,13.0,Mixed Random,67689,25000,44987
2.0,13.0,Epsilon-greedy,70873,25000,44987
1.0,12.0,Boltzmann Softmax: Tau 0.5,81661,25000,44987
1.0,13.0,Boltzmann Softmax: Tau 1.5,92730,25000,44987
1.0,15.0,Random,96473,25000,44987
